Uploaded_Date,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score,Player_ID,Category_ID,Format_ID,Element_ID
12/23/2018,0.597,4.3,3.3,0.767,0.5,Average,2.4,1.4,3.8,0.368,0.408,0.093,0.07,0.07,0.33,145,2,1,3
12/23/2018,0.028,0.2,0.1,0.5,-,-,0.1,0,0.1,0,0,0,0.5,0.5,0.5,152,2,1,3
12/23/2018,0.042,0.3,0.4,1.333,-,-,0.1,0.2,0.3,0.667,0.667,0,0,0,0.67,156,2,1,3
12/23/2018,0.069,1,0.8,0.8,-,-,0.6,0.2,0.8,0.25,0.25,0,0.2,0.2,0.4,143,2,1,3
12/23/2018,0.014,0.3,1,3,-,-,0,0.3,0.3,1,1.5,0,0,0,1,157,2,1,3
12/23/2018,0.22,2.2,1.3,0.583,0.26,Below Average,0.4,0.4,0.7,0.5,0.625,0.542,0.125,0.042,0.29,108,2,1,3
12/23/2018,0.012,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,108,2,1,3
12/23/2018,0.596,5.9,6,1.015,0.83,Excellent,1.9,1.9,3.8,0.5,0.536,0.123,0.262,0.185,0.54,112,2,1,3
12/23/2018,0.073,0.5,0.5,1,-,-,0.2,0.3,0.5,0.6,0.6,0.167,0,0,0.5,112,2,1,3
12/23/2018,0.378,2.8,3.2,1.129,0.53,Good,1.2,1.3,2.5,0.519,0.519,0.065,0.161,0.161,0.52,121,2,1,3
12/23/2018,0.305,2.3,2.5,1.08,0.46,Average,0.9,1,1.9,0.524,0.524,0.04,0.12,0.12,0.56,118,2,1,3
12/23/2018,0.046,0.5,0.2,0.4,-,-,0.3,0.1,0.4,0.25,0.25,0.2,0,0,0.2,107,2,1,3
12/23/2018,0.037,0.4,0,0,-,-,0.2,0,0.2,0,0,0.5,0,0,0,114,2,1,3
12/23/2018,0.061,0.5,0.5,1.2,-,-,0.2,0.3,0.5,0.6,0.6,0,0,0,0.6,114,2,1,3
12/23/2018,0.061,0.8,0.7,0.8,-,-,0.3,0.3,0.7,0.5,0.5,0.2,0,0,0.4,110,2,1,3
12/23/2018,0.037,0.4,0.2,0.5,-,-,0.1,0.1,0.2,0.5,0.5,0.5,0,0,0.25,116,2,1,3
12/23/2018,0.085,0.6,0.7,1.143,-,-,0.2,0.4,0.5,0.667,0.667,0,0.286,0.286,0.57,113,2,1,3
12/23/2018,0.055,0.5,0.2,0.333,-,-,0.5,0.1,0.5,0.167,0.167,0,0,0,0.17,111,2,1,3
12/23/2018,0.009,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,119,2,1,3
12/23/2018,0.012,0.3,0,0,-,-,0,0,0,-,-,1,0,0,0,122,2,1,3
12/23/2018,0.124,1,0.8,0.818,0.59,Good,0.4,0.2,0.5,0.333,0.333,0.182,0.273,0.273,0.46,201,2,1,3
12/23/2018,0.09,0.7,0,0,-,-,0.6,0,0.6,0,0,0,0.125,0,0,203,2,1,3
12/23/2018,0.236,1.9,1.4,0.714,0.42,Average,0.5,0.5,1,0.545,0.682,0.429,0.048,0,0.29,204,2,1,3
12/23/2018,0.011,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,208,2,1,3
12/23/2018,0.034,0.4,0.6,1.667,-,-,0.1,0.3,0.4,0.667,0.833,0,0,0,0.67,198,2,1,3
12/23/2018,0.146,1.2,0.8,0.692,0.39,Average,0.5,0.4,0.9,0.4,0.4,0.154,0.077,0,0.39,200,2,1,3
12/23/2018,0.034,0.3,0.3,1,-,-,0.1,0.1,0.2,0.5,0.75,0.333,0,0,0.33,206,2,1,3
12/23/2018,0.09,1.1,0.6,0.5,-,-,0.3,0.1,0.4,0.333,0.333,0.375,0.25,0.125,0.25,202,2,1,3
12/23/2018,0.011,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,212,2,1,3
12/23/2018,0.112,1.4,1.1,0.8,0.56,Good,0.7,0.3,1,0.286,0.286,0.1,0.2,0.1,0.4,205,2,1,3
12/23/2018,0.067,1,0.3,0.333,-,-,0.3,0.2,0.5,0.333,0.333,0.5,0,0,0.17,197,2,1,3
12/23/2018,0.034,0.8,0.5,0.667,-,-,0,0.3,0.3,1,1,0.333,0.333,0.333,0.33,199,2,1,3
12/23/2018,0.011,0.3,0,0,-,-,0,0,0,-,-,1,0,0,0,210,2,1,3
12/23/2018,0.4,2.2,2.2,1,0.82,Very Good,0.8,0.8,1.6,0.5,0.556,0.167,0.083,0.042,0.46,57,2,1,3
12/23/2018,0.017,0.1,0.2,2,-,-,0,0,0,-,-,0,1,1,1,68,2,1,3
12/23/2018,0.067,0.4,0.6,1.25,-,-,0,0.2,0.2,1,1,0.25,0.25,0.25,0.75,60,2,1,3
12/23/2018,0.133,0.9,0.6,0.625,-,-,0.4,0.2,0.7,0.333,0.333,0.25,0.125,0.125,0.25,56,2,1,3
12/23/2018,0.067,0.5,0.5,1,-,-,0.1,0.3,0.4,0.667,0.667,0.25,0,0,0.5,64,2,1,3
12/23/2018,0.067,0.4,0.5,1.25,-,-,0,0.2,0.2,1,1.25,0.5,0,0,0.5,54,2,1,3
12/23/2018,0.033,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,65,2,1,3
12/23/2018,0.017,0.1,0.4,3,-,-,0,0.1,0.1,1,1.5,0,0,0,1,58,2,1,3
12/23/2018,0.05,0.5,0.3,0.667,-,-,0.2,0.2,0.3,0.5,0.5,0.333,0,0,0.33,61,2,1,3
12/23/2018,0.313,3.1,1.6,0.516,0.18,Below Average,1.2,0.7,1.9,0.368,0.368,0.258,0.161,0.097,0.26,41,2,1,3
12/23/2018,0.152,2.1,1.1,0.533,0.2,Below Average,0.9,0.6,1.4,0.4,0.4,0.333,0,0,0.27,46,2,1,3
12/23/2018,0.424,4.2,4.7,1.119,0.9,Excellent,1.5,1.8,3.3,0.545,0.636,0.167,0.071,0.071,0.48,39,2,1,3
12/23/2018,0.071,0.7,0.4,0.571,-,-,0.4,0.1,0.5,0.2,0.2,0.143,0.143,0.143,0.29,48,2,1,3
12/23/2018,0.01,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,42,2,1,3
12/23/2018,0.01,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,45,2,1,3
12/23/2018,0.02,0.3,0,0,-,-,0.2,0,0.2,0,0,0.5,0,0,0,43,2,1,3
12/23/2018,0.041,0.3,0.2,0.75,-,-,0.2,0.1,0.2,0.333,0.333,0.25,0.25,0.25,0.25,190,2,2,4
12/23/2018,0.092,0.7,0.3,0.444,-,-,0.4,0.2,0.5,0.286,0.286,0.222,0,0,0.22,178,2,2,4
12/23/2018,0.061,0.5,0.8,1.667,-,-,0.1,0.3,0.4,0.8,0.8,0,0.167,0.167,0.83,187,2,2,4
12/23/2018,0.367,2.8,1.5,0.556,0.87,Excellent,1.6,0.5,2.1,0.222,0.222,0.083,0.167,0.167,0.31,193,2,2,4
12/23/2018,0.01,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,189,2,2,4
12/23/2018,0.153,1.4,1.5,1.067,0.22,Below Average,0.2,0.6,0.8,0.778,0.778,0.267,0.2,0.2,0.53,195,2,2,4
12/23/2018,0.082,0.6,0.4,0.625,-,-,0.3,0.1,0.4,0.2,0.2,0.25,0.25,0.125,0.25,185,2,2,4
12/23/2018,0.133,1,0.6,0.615,0.8,Very Good,0.1,0.2,0.2,0.667,0.667,0.385,0.385,0.154,0.31,191,2,2,4
12/23/2018,0.01,0.1,0.3,2,-,-,0,0,0,-,-,0,1,1,1,180,2,2,4
12/23/2018,0.01,0.1,0.2,2,-,-,0,0,0,-,-,0,1,1,1,184,2,2,4
12/23/2018,0.01,0.3,0.3,1,-,-,0,0,0,-,-,0,1,0,1,186,2,2,4
12/23/2018,0.057,0.3,0,0,-,-,0.2,0,0.2,0,0,0.333,0,0,0,159,2,2,4
12/23/2018,0.038,0.2,0.4,2,-,-,0,0.2,0.2,1,1,0,0,0,1,166,2,2,4
12/23/2018,0.057,0.3,0.4,1.333,-,-,0.1,0,0.1,0,0,0,0.667,0.667,0.67,162,2,2,4
12/23/2018,0.396,1.9,1.7,0.905,0.41,Average,0.8,0.7,1.5,0.471,0.471,0.143,0.095,0.095,0.43,175,2,2,4
12/23/2018,0.019,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,163,2,2,4
12/23/2018,0.019,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,165,2,2,4
12/23/2018,0.094,0.5,0.5,1,-,-,0.2,0.2,0.4,0.5,0.5,0.2,0.2,0.2,0.4,164,2,2,4
12/23/2018,0.094,0.5,0.5,1.2,-,-,0.2,0.3,0.5,0.6,0.6,0,0,0,0.6,177,2,2,4
12/23/2018,0.057,0.3,0.3,1,-,-,0,0.1,0.1,1,1,0.333,0.333,0.333,0.67,176,2,2,4
12/23/2018,0.038,0.3,0.3,1,-,-,0,0,0,-,-,0,1,0.5,0.5,171,2,2,4
12/23/2018,0.287,2.3,1.7,0.741,0.64,Good,1.3,0.8,2.1,0.4,0.4,0.074,0,0,0.37,133,2,2,4
12/23/2018,0.053,0.5,0.2,0.4,-,-,0.4,0,0.4,0,0,0,0.2,0,0.2,124,2,2,4
12/23/2018,0.426,3.6,3.4,0.925,0.37,Average,1.1,1.2,2.3,0.52,0.52,0.225,0.175,0.125,0.47,134,2,2,4
12/23/2018,0.021,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5,127,2,2,4
12/23/2018,0.043,0.4,0.2,0.5,-,-,0,0.1,0.1,1,1,0.75,0,0,0.25,138,2,2,4
12/23/2018,0.011,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,128,2,2,4
12/23/2018,0.011,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,136,2,2,4
12/23/2018,0.043,0.3,0.5,1.5,-,-,0.1,0.2,0.3,0.667,0.667,0,0.25,0.25,0.75,130,2,2,4
12/23/2018,0.011,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,131,2,2,4
12/23/2018,0.021,0.2,0.2,1,-,-,0.1,0,0.1,0,0,0,0.5,0,0.5,140,2,2,4
12/23/2018,0.043,0.4,0.2,0.5,-,-,0.3,0.1,0.4,0.25,0.25,0,0,0,0.25,141,2,2,4
12/23/2018,0.032,0.6,0.4,0.667,-,-,0.4,0.2,0.6,0.333,0.333,0,0,0,0.33,137,2,2,4
12/23/2018,0.06,0.5,0.3,0.5,-,-,0.3,0.1,0.3,0.25,0.25,0.167,0.167,0,0.33,81,2,2,4
12/23/2018,0.07,0.6,0.3,0.429,-,-,0.3,0.1,0.3,0.25,0.25,0.143,0.286,0,0.29,74,2,2,4
12/23/2018,0.46,3.8,3.3,0.87,0.45,Average,1.5,1.4,2.9,0.486,0.486,0.152,0.152,0.152,0.43,85,2,2,4
12/23/2018,0.18,1.5,1.3,0.833,0.49,Average,0.6,0.5,1.1,0.462,0.462,0.167,0.167,0.111,0.39,75,2,2,4
12/23/2018,0.04,0.4,0.2,0.5,-,-,0.2,0.1,0.3,0.333,0.333,0,0.25,0.25,0.25,82,2,2,4
12/23/2018,0.02,0.4,0.6,1.5,-,-,0,0.2,0.2,1,1,0,0.5,0,1,76,2,2,4
12/23/2018,0.01,0.1,0.2,2,-,-,0,0,0,-,-,0,1,1,1,80,2,2,4
12/23/2018,0.11,1,0.9,0.909,0.41,Average,0.5,0.5,0.9,0.5,0.5,0.091,0,0,0.46,86,2,2,4
12/23/2018,0.01,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,83,2,2,4
12/23/2018,0.03,0.4,0.3,0.667,-,-,0,0.1,0.1,1,1,0.667,0,0,0.33,73,2,2,4
12/23/2018,0.01,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,77,2,2,4
12/23/2018,0.224,1.3,1.1,0.824,0.51,Good,0.5,0.5,0.9,0.5,0.5,0.176,0.176,0.118,0.41,102,2,2,4
12/23/2018,0.039,0.2,0.3,1.333,-,-,0.1,0.2,0.2,0.667,0.667,0,0,0,0.67,92,2,2,4
12/23/2018,0.053,0.3,0,0,-,-,0.2,0,0.2,0,0,0.5,0,0,0,88,2,2,4
12/23/2018,0.026,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,96,2,2,4
12/23/2018,0.053,0.3,0.4,1.25,-,-,0,0.2,0.2,1,1,0.25,0.25,0.25,0.75,87,2,2,4
12/23/2018,0.342,2,1.9,0.962,0.32,Average,0.9,0.8,1.7,0.455,0.455,0.038,0.154,0.154,0.46,95,2,2,4
12/23/2018,0.066,0.4,0.2,0.4,-,-,0,0.1,0.1,1,1,0.6,0.2,0.2,0.2,91,2,2,4
12/23/2018,0.013,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,99,2,2,4
12/23/2018,0.132,0.8,0.8,1,0.27,Below Average,0.2,0.2,0.4,0.6,0.6,0.2,0.3,0.1,0.6,101,2,2,4
12/23/2018,0.013,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,104,2,2,4
12/23/2018,0.039,0.5,0.7,1.333,-,-,0,0.2,0.2,1,1,0.333,0.333,0.333,0.67,105,2,2,4
12/23/2018,0.061,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,34,2,2,4
12/23/2018,0.485,2,1.4,0.688,0.71,Very Good,0.6,0.5,1.1,0.444,0.444,0.313,0.125,0.063,0.38,33,2,2,4
12/23/2018,0.061,0.3,0.3,1,-,-,0.1,0.1,0.3,0.5,0.5,0,0,0,0.5,36,2,2,4
12/23/2018,0.03,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,26,2,2,4
12/23/2018,0.091,0.4,0.6,1.667,-,-,0,0.3,0.3,1,1,0.333,0.333,0.333,0.67,25,2,2,4
12/23/2018,0.03,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,24,2,2,4
12/23/2018,0.061,0.3,0.3,1,-,-,0,0.1,0.1,1,1,0.5,0,0,0.5,29,2,2,4
12/23/2018,0.121,0.5,0.8,1.5,-,-,0.1,0.4,0.5,0.75,0.75,0,0,0,0.75,31,2,2,4
12/23/2018,0.03,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,23,2,2,4
12/23/2018,0.03,0.1,0.3,2,-,-,0,0.1,0.1,1,1,0,0,0,1,35,2,2,4
12/23/2018,0.21,1.5,0.7,0.471,0.93,Excellent,0.8,0.3,1.1,0.25,0.25,0.235,0.059,0.059,0.23,17,2,2,4
12/23/2018,0.012,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,4,2,2,4
12/23/2018,0.037,0.3,0.2,0.667,-,-,0.2,0,0.2,0,0,0,0.333,0.333,0.33,1,2,2,4
12/23/2018,0.309,2.5,1.8,0.72,0.67,Very Good,1.1,0.6,1.7,0.353,0.353,0.16,0.2,0.2,0.4,18,2,2,4
12/23/2018,0.272,2,1.6,0.818,0.52,Good,0.7,0.5,1.3,0.429,0.429,0.227,0.227,0.182,0.41,12,2,2,4
12/23/2018,0.049,0.4,0.5,1.25,-,-,0,0.1,0.1,1,1,0.25,0.5,0.5,0.75,15,2,2,4
12/23/2018,0.012,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,5,2,2,4
12/23/2018,0.012,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,2,2,2,4
12/23/2018,0.012,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,11,2,2,4
12/23/2018,0.012,0.5,1,2,-,-,0,0,0,-,-,0,1,0,1,6,2,2,4
12/23/2018,0.025,0.5,0.5,1,-,-,0.3,0.3,0.5,0.5,0.5,0,0,0,0.5,16,2,2,4
12/23/2018,0.025,0.7,1.3,2,-,-,0,0.7,0.7,1,1,0,0,0,1,10,2,2,4
12/23/2018,0.052,0.4,0.6,1.5,-,-,0,0.3,0.3,1,1,0.25,0,0,0.75,148,2,2,4
12/23/2018,0.078,0.6,0.2,0.333,-,-,0.4,0.1,0.5,0.2,0.2,0.167,0,0,0.17,145,2,2,4
12/23/2018,0.195,1.5,0.8,0.533,0.89,Excellent,0.5,0.3,0.8,0.375,0.375,0.4,0.067,0.067,0.27,152,2,2,4
12/23/2018,0.247,1.9,1.6,0.842,0.48,Average,0.7,0.7,1.4,0.5,0.5,0.211,0.053,0.053,0.42,146,2,2,4
12/23/2018,0.156,1.2,0.8,0.667,0.74,Very Good,0.7,0.2,0.9,0.222,0.222,0.083,0.167,0.083,0.33,149,2,2,4
12/23/2018,0.052,0.4,0.4,1,-,-,0.1,0.2,0.3,0.667,0.667,0.25,0,0,0.5,156,2,2,4
12/23/2018,0.052,0.4,0.2,0.5,-,-,0.2,0.1,0.3,0.333,0.333,0.25,0,0,0.25,153,2,2,4
12/23/2018,0.026,0.3,0.3,1,-,-,0,0.1,0.1,1,1,0.5,0,0,0.5,154,2,2,4
12/23/2018,0.065,1.7,0.7,0.4,-,-,0.7,0.3,1,0.333,0.333,0.4,0,0,0.2,144,2,2,4
12/23/2018,0.065,0.5,0.2,0.4,-,-,0.2,0,0.2,0,0,0.4,0.2,0,0.2,155,2,2,4
12/23/2018,0.013,0.2,0.4,2,-,-,0,0,0,-,-,0,1,1,1,143,2,2,4
12/23/2018,0.018,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5,108,2,2,4
12/23/2018,0.046,0.5,0.5,1,-,-,0.1,0.1,0.2,0.5,0.5,0.2,0.4,0.4,0.6,112,2,2,4
12/23/2018,0.138,1.4,1.3,0.933,0.36,Average,0.5,0.6,1.1,0.583,0.583,0.2,0,0,0.47,121,2,2,4
12/23/2018,0.349,3.5,2.7,0.789,0.58,Good,1.5,1.4,2.9,0.469,0.469,0.158,0,0,0.4,118,2,2,4
12/23/2018,0.028,0.3,0.4,1.333,-,-,0.1,0.2,0.3,0.667,0.667,0,0,0,0.67,107,2,2,4
12/23/2018,0.055,0.5,0.4,0.667,-,-,0.1,0.1,0.2,0.5,0.5,0.333,0.333,0.167,0.33,114,2,2,4
12/23/2018,0.064,1.2,1.5,1.286,-,-,0.3,0.3,0.7,0.5,0.5,0,0.429,0.286,0.71,110,2,2,4
12/23/2018,0.064,0.6,0.5,0.857,-,-,0.3,0.2,0.5,0.4,0.4,0.143,0.143,0.143,0.43,116,2,2,4
12/23/2018,0.211,2.1,1.5,0.739,0.65,Very Good,1.1,0.6,1.7,0.368,0.368,0.043,0.13,0.087,0.39,113,2,2,4
12/23/2018,0.009,0.1,0.2,2,-,-,0,0.1,0.1,1,1,0,0,0,1,109,2,2,4
12/23/2018,0.009,0.3,0.3,1,-,-,0,0,0,-,-,0,1,0,1,122,2,2,4
12/23/2018,0.009,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,117,2,2,4
12/23/2018,0.096,0.7,0.5,0.75,-,-,0.4,0.3,0.6,0.429,0.429,0.125,0,0,0.38,201,2,2,4
12/23/2018,0.06,0.5,0.4,0.8,-,-,0.1,0.1,0.2,0.5,0.5,0.4,0.2,0.2,0.4,203,2,2,4
12/23/2018,0.06,0.5,0.3,0.6,-,-,0,0.1,0.1,1,1,0.8,0.2,0.2,0.2,204,2,2,4
12/23/2018,0.06,0.5,0.2,0.4,-,-,0.3,0,0.3,0,0,0,0.4,0.2,0.2,208,2,2,4
12/23/2018,0.024,0.3,0.3,1,-,-,0,0.1,0.1,1,1,0.5,0,0,0.5,198,2,2,4
12/23/2018,0.048,0.4,0,0,-,-,0.3,0,0.3,0,0,0,0.25,0,0,200,2,2,4
12/23/2018,0.072,0.5,0.5,1,-,-,0.1,0.3,0.4,0.75,0.75,0.167,0.167,0,0.5,207,2,2,4
12/23/2018,0.229,2.1,2.6,1.211,0.09,Poor,0.7,0.9,1.6,0.571,0.571,0.105,0.211,0.211,0.58,214,2,2,4
12/23/2018,0.145,1.5,1.3,0.833,0.49,Average,0.5,0.5,1,0.5,0.5,0.25,0.167,0.083,0.42,213,2,2,4
12/23/2018,0.048,0.4,0.7,1.5,-,-,0,0.3,0.3,1,1,0.25,0,0,0.75,206,2,2,4
12/23/2018,0.084,0.7,0.2,0.286,-,-,0.4,0.1,0.5,0.2,0.2,0.286,0,0,0.14,209,2,2,4
12/23/2018,0.024,0.5,0.5,1,-,-,0,0.3,0.3,1,1,0.5,0,0,0.5,199,2,2,4
12/23/2018,0.048,1.3,2.3,1.75,-,-,0,1,1,1,1,0.25,0.25,0.25,0.75,216,2,2,4
12/23/2018,0.127,1.2,0.9,0.769,0.61,Good,0.4,0.4,0.7,0.5,0.5,0.231,0.231,0.231,0.39,57,2,2,4
12/23/2018,0.294,2.7,2.7,1,0.27,Below Average,1,1,2,0.5,0.5,0.067,0.2,0.133,0.57,68,2,2,4
12/23/2018,0.069,0.8,0.2,0.286,-,-,0.3,0.1,0.4,0.25,0.25,0.429,0,0,0.14,60,2,2,4
12/23/2018,0.137,1.6,1.8,1.143,0.14,Poor,0.7,0.8,1.4,0.538,0.538,0,0.071,0.071,0.57,56,2,2,4
12/23/2018,0.049,0.6,0.8,1.2,-,-,0.3,0.4,0.6,0.6,0.6,0,0,0,0.6,64,2,2,4
12/23/2018,0.039,0.4,0.5,1.5,-,-,0.1,0.2,0.3,0.667,0.667,0,0.25,0.25,0.75,54,2,2,4
12/23/2018,0.078,0.8,0.9,1.125,-,-,0.1,0.4,0.5,0.8,0.8,0.375,0.125,0.125,0.5,67,2,2,4
12/23/2018,0.02,0.2,0,0,-,-,0.1,0,0.1,0,0,0.5,0,0,0,65,2,2,4
12/23/2018,0.049,0.6,1,1.6,-,-,0,0.5,0.5,1,1,0.2,0,0,0.8,58,2,2,4
12/23/2018,0.01,0.2,0.3,2,-,-,0,0.2,0.2,1,1,0,0,0,1,61,2,2,4
12/23/2018,0.02,0.3,0.7,2,-,-,0,0.2,0.2,1,1,0,0.5,0.5,1,69,2,2,4
12/23/2018,0.039,0.7,0.8,1.25,-,-,0.2,0.2,0.3,0.5,0.5,0,0.75,0.75,0.75,71,2,2,4
12/23/2018,0.115,0.7,0.5,0.714,-,-,0.3,0.2,0.5,0.4,0.4,0.143,0.143,0.143,0.43,41,2,2,4
12/23/2018,0.082,0.7,0.3,0.4,-,-,0.4,0.1,0.6,0.25,0.25,0.2,0,0,0.2,46,2,2,4
12/23/2018,0.033,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5,39,2,2,4
12/23/2018,0.098,0.6,0.7,1.167,-,-,0.2,0.3,0.5,0.6,0.6,0,0.167,0.167,0.67,48,2,2,4
12/23/2018,0.164,1,0.7,0.7,0.7,Very Good,0.5,0.3,0.8,0.375,0.375,0.1,0.1,0.1,0.4,37,2,2,4
12/23/2018,0.033,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,42,2,2,4
12/23/2018,0.049,0.3,0.4,1.333,-,-,0.1,0.2,0.3,0.667,0.667,0,0,0,0.67,40,2,2,4
12/23/2018,0.033,0.2,0.1,0.5,-,-,0.1,0,0.1,0,0,0,0.5,0,0.5,45,2,2,4
12/23/2018,0.066,0.6,0.6,1,-,-,0.3,0.3,0.6,0.5,0.5,0,0,0,0.5,52,2,2,4
12/23/2018,0.016,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,43,2,2,4
12/23/2018,0.082,1.3,0,0,-,-,1,0,1,0,0,0,0.2,0.2,0,38,2,2,4
12/23/2018,0.033,0.4,0,0,-,-,0.2,0,0.2,0,0,0.5,0,0,0,49,2,2,4
12/23/2018,0.069,0.5,0.5,1,-,-,0.1,0.2,0.2,0.667,0.667,0.333,0.167,0.167,0.5,190,2,1,4
12/23/2018,0.034,0.2,0.2,1.5,-,-,0,0.1,0.1,1,1,0.5,0.5,0.5,0.5,190,2,1,4
12/23/2018,0.101,0.7,0.5,0.778,-,-,0.4,0.1,0.5,0.167,0.167,0,0.333,0.111,0.44,178,2,1,4
12/23/2018,0.195,1.3,0.8,0.647,0.07,Poor,0.8,0.3,1.1,0.286,0.286,0.118,0.118,0.118,0.29,178,2,1,4
12/23/2018,0.203,0.9,0.9,1,0.33,Average,0.5,0.2,0.7,0.333,0.333,0,0.333,0.333,0.5,178,2,1,4
12/23/2018,0.169,1.2,0.5,0.467,0.08,Poor,0.6,0.2,0.8,0.273,0.273,0.067,0.2,0.133,0.27,187,2,1,4
12/23/2018,0.092,0.6,0.7,1.125,-,-,0.2,0.2,0.5,0.5,0.5,0,0.25,0.25,0.62,187,2,1,4
12/23/2018,0.034,0.2,0.2,1,-,-,0.1,0.1,0.2,0.5,0.5,0,0,0,0.5,187,2,1,4
12/23/2018,0.652,4.5,4.8,1.069,0.82,Very Good,1.2,2,3.2,0.619,0.619,0.155,0.172,0.103,0.57,193,2,1,4
12/23/2018,0.276,1.8,2.5,1.333,0.78,Very Good,0.4,1.1,1.5,0.737,0.737,0.083,0.208,0.208,0.62,193,2,1,4
12/23/2018,0.356,1.6,2,1.238,0.71,Very Good,0.3,0.9,1.2,0.75,0.75,0.143,0.238,0.19,0.57,193,2,1,4
12/23/2018,0.022,0.3,0.3,1,-,-,0.1,0.1,0.3,0.5,0.5,0,0,0,0.5,189,2,1,4
12/23/2018,0.023,0.3,0.3,1,-,-,0.1,0.1,0.3,0.5,0.5,0,0,0,0.5,189,2,1,4
12/23/2018,0.068,0.5,0.8,1.5,-,-,0.1,0.3,0.4,0.667,0.667,0,0.5,0.5,0.75,189,2,1,4
12/23/2018,0.08,0.6,0.7,1.143,-,-,0.2,0.3,0.5,0.6,0.6,0.143,0.143,0.143,0.57,195,2,1,4
12/23/2018,0.085,0.5,0.5,1.2,-,-,0.2,0.3,0.5,0.6,0.6,0,0,0,0.6,195,2,1,4
12/23/2018,0.022,0.2,0,0,-,-,0,0,0,-,-,1,0,0,0,185,2,1,4
12/23/2018,0.069,0.5,0.3,0.667,-,-,0.2,0.2,0.3,0.5,0.5,0.167,0.167,0.167,0.33,185,2,1,4
12/23/2018,0.068,0.3,0.2,0.5,-,-,0.2,0.1,0.3,0.25,0.25,0,0,0,0.25,185,2,1,4
12/23/2018,0.011,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,181,2,1,4
12/23/2018,0.017,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,181,2,1,4
12/23/2018,0.011,0.1,0,0,-,-,0.1,0,0.1,0,0,0,0,0,0,191,2,1,4
12/23/2018,0.069,0.5,0.6,1.333,-,-,0.2,0.2,0.4,0.6,0.6,0,0.333,0.333,0.67,191,2,1,4
12/23/2018,0.034,0.2,0.3,2,-,-,0,0.2,0.2,1,1,0,0,0,1,191,2,1,4
12/23/2018,0.017,0.1,0,0,-,-,0,0,0,-,-,1,0,0,0,180,2,1,4
12/23/2018,0.011,0.1,0,0,-,-,0,0,0,-,-,0,1,1,0,184,2,1,4
12/23/2018,0.017,0.2,0,0,-,-,0.2,0,0.2,0,0,0,0,0,0,179,2,1,4
12/23/2018,0.017,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,186,2,1,4
12/23/2018,0.017,0.3,0,0,-,-,0.3,0,0.3,0,0,0,0,0,0,192,2,1,4
12/23/2018,0.023,1,1,1,-,-,0.5,0.5,1,0.5,0.5,0,0,0,0.5,194,2,1,4
12/23/2018,0.017,0.5,0,0,-,-,0,0,0,-,-,1,0,0,0,194,2,1,4
12/23/2018,0.034,0.3,0.4,1.333,-,-,0,0.1,0.1,1,1,0.333,0.333,0,0.67,159,2,1,4
12/23/2018,0.023,0.2,0.4,2,-,-,0,0.1,0.1,1,1,0,0.5,0,1,166,2,1,4
