team_name,format_name,category_name,element_name,format_id,category_id,element_id,team_id,uploaded_date,percentage_time,poss_per_game,points,ppp,rank,rating,fg_miss,fg_made,fga,fg,adjusted_fg,percent_turnover,percent_ft,percent_shooting_foul,percent_score
Rockford Regents,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,4,2018-12-23,0.06,4.9,4,0.82,0.52,Good                          ,2.1,1.1,3.2,0.34,0.4,0.17,0.19,0.06,0.41
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,6,2018-12-23,0.07,4.8,2.8,0.58,0.1,Poor                          ,1.5,1,2.5,0.39,0.46,0.4,0.08,0.02,0.26
Aurora University,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,7,2019-01-09,0.94,66.3,62.1,0.94,0.89,Excellent                     ,26.4,22,48.4,0.45,0.53,0.16,0.13,0.1,0.42
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,9,2018-12-23,0.93,67.4,61.5,0.91,0.19,Below Average                 ,25.9,22.5,48.5,0.47,0.52,0.17,0.14,0.1,0.43
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,11,2019-01-09,1,98.2,86.5,0.88,0.58,Good                          ,40.9,31.6,72.5,0.44,0.49,0.16,0.13,0.1,0.41
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,6,2019-01-09,0.07,5.3,4.2,0.8,0.43,Average                       ,2.5,1.7,4.2,0.41,0.44,0.14,0.09,0.06,0.37
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,6,2019-01-09,1,81.8,71.1,0.87,0.52,Good                          ,32.7,25.1,57.9,0.43,0.5,0.19,0.13,0.1,0.4
Aurora University,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,7,2019-01-09,0.06,4,3.8,0.95,0.38,Average                       ,1.6,1.5,3.1,0.49,0.57,0.18,0.05,0.05,0.41
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,6,2018-12-23,0.13,8.9,7.3,0.82,0.46,Average                       ,3.9,2.9,6.8,0.43,0.47,0.18,0.08,0.07,0.38
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,10,2019-01-09,0.94,64.6,51.2,0.79,0.28,Below Average                 ,29.1,18.8,47.9,0.39,0.45,0.17,0.11,0.07,0.36
Rockford Regents,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,4,2019-01-09,1,92.9,82.5,0.89,0.61,Good                          ,38.5,30.3,68.8,0.44,0.5,0.16,0.12,0.08,0.42
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,5,2018-12-23,0.12,8.3,5.7,0.68,0.15,Below Average                 ,3.7,2,5.7,0.35,0.41,0.24,0.09,0.07,0.31
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,1,2018-12-23,0.99,70.5,67.6,0.96,0.92,Excellent                     ,25.3,24,49.3,0.49,0.55,0.18,0.15,0.09,0.45
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,1,2019-01-09,0.04,3,1.5,0.49,0.88,Excellent                     ,1.9,0.6,2.5,0.24,0.27,0.1,0.05,0.05,0.23
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,9,2018-12-23,0.11,7.8,8.3,1.06,0.07,Poor                          ,2.2,2.8,5,0.56,0.64,0.2,0.17,0.15,0.52
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,9,2018-12-23,0.8,72.2,66.5,0.92,0.16,Below Average                 ,27.5,24.5,52,0.47,0.53,0.17,0.13,0.1,0.43
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,2,2019-01-09,0.08,5.7,5.7,1,0.86,Excellent                     ,2.3,2.1,4.3,0.48,0.55,0.15,0.13,0.13,0.44
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,12,2019-01-09,0.03,2.5,0.7,0.29,0.99,Excellent                     ,2,0.3,2.3,0.12,0.16,0.11,0,0,0.11
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,8,2019-01-09,0.13,8.5,8.7,1.03,0.06,Poor                          ,3.6,3.6,7.2,0.5,0.55,0.11,0.07,0.05,0.46
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,8,2018-12-23,0.04,3.4,3.1,0.92,0.87,Excellent                     ,1.4,0.9,2.3,0.4,0.52,0.22,0.11,0.11,0.38
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,1,2018-12-23,0.06,4.5,5.5,1.22,0.98,Excellent                     ,0.8,1.5,2.3,0.64,0.76,0.2,0.31,0.06,0.59
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,2,2018-12-23,0.03,2.1,1.8,0.85,0.43,Average                       ,0.6,0.5,1.1,0.43,0.54,0.22,0.26,0,0.37
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,11,2019-01-09,0.07,5.2,3.9,0.75,0.3,Below Average                 ,2.7,1.6,4.3,0.38,0.41,0.12,0.07,0.07,0.35
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,11,2018-12-23,0.78,75.7,76.7,1.01,0.01,Poor                          ,27.4,26.4,53.7,0.49,0.56,0.14,0.18,0.11,0.47
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,10,2019-01-09,0.13,8.8,7.8,0.89,0.37,Average                       ,3.5,2.8,6.3,0.45,0.52,0.18,0.11,0.07,0.4
Aurora University,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,7,2019-01-09,0.13,8.7,8.6,0.99,0.2,Below Average                 ,2.4,2.4,4.7,0.5,0.61,0.26,0.21,0.05,0.46
Aurora University,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,7,2019-01-09,0.21,18.4,18.6,1.01,0.35,Average                       ,6.4,6.8,13.2,0.51,0.58,0.17,0.13,0.09,0.48
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,10,2019-01-09,0.08,5.2,4.4,0.84,0.56,Good                          ,1.9,1.3,3.2,0.41,0.51,0.25,0.13,0.03,0.37
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,2,2018-12-23,0.85,72.9,64.6,0.89,0.69,Very Good                     ,29.8,23.1,52.8,0.44,0.51,0.18,0.12,0.08,0.4
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,8,2019-01-09,,,,,,,,,,,,,,,
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,3,2019-01-09,1,84.3,79.4,0.94,0.83,Excellent                     ,31.3,29.7,61,0.49,0.54,0.17,0.13,0.1,0.44
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,8,2019-01-09,0.08,5.1,7,1.36,0,Poor                          ,1.7,2.6,4.3,0.6,0.68,0.04,0.15,0.11,0.63
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,5,2019-01-09,0.17,15.6,15.7,1.01,0.38,Average                       ,5.8,5.8,11.6,0.5,0.55,0.15,0.13,0.1,0.48
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,5,2018-12-23,0.06,4.2,3.6,0.86,0.64,Good                          ,1.1,0.9,2,0.46,0.52,0.24,0.3,0.08,0.48
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,2,2019-01-09,0.85,72.9,63.7,0.88,0.64,Good                          ,30.6,22.7,53.3,0.43,0.49,0.17,0.11,0.08,0.4
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,10,2019-01-09,0.05,3.7,3.9,1.06,0.09,Poor                          ,1.5,1.7,3.2,0.54,0.59,0.13,0.04,0.02,0.48
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,11,2019-01-09,0.05,3.6,4.3,1.19,0.04,Poor                          ,0.9,0.9,1.8,0.5,0.63,0.11,0.38,0,0.6
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,10,2019-01-09,,,,,,,,,,,,,,,
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,5,2019-01-09,0.07,4.6,4.9,1.08,0.94,Excellent                     ,2.2,1.7,3.9,0.44,0.55,0.06,0.11,0.11,0.44
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,12,2019-01-09,0.09,5.9,5,0.85,0.43,Average                       ,2.9,1.7,4.6,0.38,0.42,0.11,0.13,0.1,0.4
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,12,2019-01-09,0.16,12.5,13.1,1.04,0.75,Very Good                     ,4.7,5.1,9.9,0.52,0.56,0.11,0.14,0.12,0.49
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,3,2018-12-23,0.1,7,5.3,0.75,0.83,Excellent                     ,3.4,1.9,5.3,0.36,0.43,0.16,0.09,0.07,0.32
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,6,2019-01-09,0.13,8.9,7.4,0.83,0.49,Average                       ,4,3,7,0.43,0.47,0.17,0.07,0.06,0.38
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,11,2019-01-09,0.12,8.8,8.5,0.96,0.19,Below Average                 ,3.5,3.3,6.8,0.49,0.56,0.13,0.12,0.07,0.44
Rockford Regents,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,4,2018-12-23,0.94,68.6,63.5,0.93,0.15,Below Average                 ,28.1,22.3,50.4,0.44,0.51,0.15,0.14,0.1,0.42
Aurora University,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,7,2019-01-09,0.13,9.1,8.7,0.96,0.18,Below Average                 ,3.6,3,6.6,0.45,0.51,0.14,0.15,0.06,0.45
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,2,2019-01-09,0.85,73,64.9,0.89,0.31,Average                       ,29.5,22.8,52.3,0.44,0.5,0.18,0.13,0.08,0.4
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,3,2018-12-23,0.08,5.8,5.5,0.96,0.78,Very Good                     ,2,1.8,3.8,0.47,0.53,0.15,0.2,0.07,0.48
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,6,2019-01-09,0.03,2.7,1.2,0.44,0.09,Poor                          ,1.9,0.4,2.3,0.18,0.24,0.15,0.05,0.02,0.17
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,12,2018-12-23,0.05,3.3,1.9,0.58,0.16,Below Average                 ,1.5,0.8,2.3,0.33,0.37,0.25,0.08,0.08,0.28
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,5,2019-01-09,0.04,3.6,2.9,0.82,0.25,Below Average                 ,2,1.1,3.1,0.35,0.42,0.08,0.06,0.04,0.36
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,9,2019-01-09,0.05,3.6,3.9,1.1,0.05,Poor                          ,1.3,1.3,2.6,0.5,0.56,0.1,0.2,0.16,0.52
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,8,2018-12-23,,,,,,,,,,,,,,,
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,1,2018-12-23,0.11,7.7,5.4,0.69,0.85,Excellent                     ,3.8,1.7,5.5,0.31,0.37,0.18,0.13,0.12,0.32
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,2,2018-12-23,0.07,5.1,5.2,1.02,0.76,Very Good                     ,2.1,1.8,3.9,0.47,0.56,0.12,0.14,0.08,0.46
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,8,2018-12-23,0.08,5.8,6.3,1.08,0.81,Very Good                     ,1.5,1.8,3.4,0.54,0.65,0.23,0.25,0.19,0.5
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,3,2019-01-09,1,84.2,74.3,0.88,0.49,Average                       ,35,27.3,62.3,0.44,0.51,0.17,0.11,0.08,0.4
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,8,2018-12-23,0.03,2.4,2,0.85,0.58,Good                          ,1.1,0.6,1.7,0.37,0.45,0.15,0.12,0.12,0.39
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,12,2019-01-09,0.11,7.5,6.9,0.91,0.74,Very Good                     ,3,2.5,5.5,0.45,0.57,0.2,0.07,0.05,0.37
Rockford Regents,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,4,2019-01-09,0.02,1.9,1.1,0.59,0.29,Below Average                 ,1.3,0.4,1.6,0.22,0.28,0.07,0.07,0.04,0.26
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,12,2019-01-09,0,0.2,0.1,0.67,,,0.1,0.1,0.1,0.5,0.5,0.33,0,0,0.33
Aurora University,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,7,2019-01-09,0.18,15.4,17.5,1.13,0.94,Excellent                     ,6.2,6.4,12.6,0.51,0.61,0.1,0.11,0.09,0.49
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,8,2018-12-23,0.07,5.2,4.7,0.91,0.69,Very Good                     ,2.3,1.9,4.2,0.46,0.52,0.12,0.11,0.07,0.4
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,9,2018-12-23,0.05,3.9,2.1,0.54,0.18,Below Average                 ,2.5,0.7,3.2,0.23,0.29,0.12,0.07,0,0.23
Aurora University,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,7,2019-01-09,0.09,6.4,8.2,1.29,0.01,Poor                          ,2.2,3.1,5.3,0.58,0.67,0.08,0.09,0.07,0.57
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,3,2019-01-09,0.09,6.1,6.8,1.11,0.95,Excellent                     ,1.9,2.3,4.2,0.54,0.62,0.15,0.19,0.08,0.52
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,5,2018-12-23,1,73.8,64.9,0.88,0.35,Average                       ,29.3,24,53.3,0.45,0.5,0.17,0.13,0.07,0.42
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,8,2019-01-09,1,67.9,62.4,0.92,0.15,Below Average                 ,29.9,23.1,53,0.44,0.49,0.13,0.12,0.08,0.42
Rockford Regents,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,4,2018-12-23,0.16,15.2,14.4,0.95,0.44,Average                       ,5.6,5.5,11.1,0.49,0.55,0.17,0.12,0.1,0.44
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,12,2019-01-09,0.83,63,48.6,0.77,0.92,Excellent                     ,29.6,17.7,47.3,0.37,0.42,0.15,0.12,0.08,0.36
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,11,2018-12-23,0.05,3.7,4,1.07,0.1,Poor                          ,1,0.8,1.8,0.45,0.53,0.12,0.39,0,0.56
Rockford Regents,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,4,2018-12-23,0.02,1.9,1.2,0.62,0.36,Average                       ,1.3,0.4,1.6,0.22,0.28,0.05,0.1,0.05,0.29
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,8,2018-12-23,0.03,2.6,1.6,0.62,0.63,Good                          ,1.3,0.6,1.9,0.33,0.43,0.28,0,0,0.24
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,12,2019-01-09,1,62.8,48.5,0.77,0.89,Excellent                     ,29.5,17.6,47.1,0.37,0.42,0.15,0.12,0.08,0.36
Rockford Regents,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,4,2018-12-23,0.79,72.7,68.1,0.94,0.11,Poor                          ,29.9,23.9,53.8,0.44,0.52,0.15,0.14,0.09,0.42
Aurora University,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,7,2018-12-23,0.05,4.2,4.3,1.02,0.92,Excellent                     ,2.1,1.6,3.7,0.43,0.54,0.1,0.05,0.05,0.41
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,6,2018-12-23,0.87,71,59.7,0.84,0.48,Average                       ,28.6,21.2,49.8,0.43,0.49,0.2,0.12,0.08,0.38
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,1,2018-12-23,0.15,12.5,14.6,1.18,0.96,Excellent                     ,3.7,5.6,9.4,0.6,0.66,0.16,0.14,0.1,0.54
Rockford Regents,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,4,2018-12-23,0.06,4.1,4.6,1.13,0.13,Poor                          ,1.8,1.6,3.5,0.47,0.62,0.09,0.09,0.07,0.44
