team_name,format_name,category_name,element_name,format_id,category_id,element_id,team_id,uploaded_date,percentage_time,poss_per_game,points,ppp,rank,rating,fg_miss,fg_made,fga,fg,adjusted_fg,percent_turnover,percent_ft,percent_shooting_foul,percent_score
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,9,2018-12-23,0.07,4.8,4.9,1.02,0.25,Below Average                 ,1.6,1.9,3.5,0.54,0.63,0.21,0.08,0.06,0.43
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,After Time Outs                                   ,1,10,14,11,2018-12-23,0.12,9,6.5,0.72,0.21,Below Average                 ,4,2.5,6.5,0.38,0.42,0.2,0.09,0.07,0.34
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,5,2018-12-23,0,0.1,0,0,,,0.1,0,0.1,0,0,0,0,0,0
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,10,2019-01-09,0.19,16.2,15.5,0.96,0.58,Good                          ,6,5.8,11.8,0.49,0.54,0.17,0.13,0.11,0.45
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,1,2018-12-23,1,84.1,69.8,0.83,0.76,Very Good                     ,36,25.5,61.5,0.41,0.48,0.17,0.12,0.09,0.38
Rockford Regents,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,4,2019-01-09,0.79,72.7,68.3,0.94,0.09,Poor                          ,30.3,24,54.3,0.44,0.52,0.14,0.13,0.09,0.42
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,6,2019-01-09,0.09,5.8,5,0.86,0.41,Average                       ,2.6,1.8,4.4,0.41,0.49,0.17,0.09,0.08,0.38
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,12,2019-01-09,0.17,13.3,13.9,1.05,0.23,Below Average                 ,4.6,5.1,9.7,0.52,0.6,0.16,0.12,0.1,0.48
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,5,2018-12-23,0.04,3.8,3,0.8,0.34,Average                       ,2.3,1.2,3.4,0.34,0.42,0.07,0.02,0,0.33
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,10,2018-12-23,0.07,5,5.1,1.02,0.1,Poor                          ,2.1,2.2,4.3,0.51,0.55,0.1,0.1,0.1,0.48
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,10,2018-12-23,0.93,64,50.7,0.79,0.29,Below Average                 ,28.4,18.6,47,0.4,0.45,0.17,0.11,0.07,0.37
Rockford Regents,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,4,2019-01-09,0.06,4.5,4.2,0.94,0.76,Very Good                     ,1.7,1,2.7,0.37,0.43,0.16,0.24,0.05,0.46
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,2,2019-01-09,0.1,6.9,4.9,0.7,0.83,Excellent                     ,3.5,1.5,5,0.29,0.37,0.16,0.14,0.11,0.31
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,11,2019-01-09,0.96,72.9,61.2,0.84,0.51,Good                          ,31.6,22.2,53.8,0.41,0.46,0.16,0.12,0.09,0.39
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,9,2018-12-23,0.07,4.5,4.3,0.94,0.61,Good                          ,2,1.6,3.6,0.45,0.56,0.18,0.04,0.02,0.38
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,5,2019-01-09,0.22,19.2,18.7,0.97,0.52,Good                          ,7.5,6.5,14,0.46,0.54,0.13,0.17,0.13,0.46
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,3,2018-12-23,0.99,70.3,64.8,0.92,0.84,Excellent                     ,25.4,24.4,49.8,0.49,0.55,0.19,0.12,0.08,0.43
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,10,2018-12-23,1,72.5,59.7,0.82,0.66,Very Good                     ,29.2,21.4,50.6,0.42,0.46,0.18,0.14,0.09,0.4
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,3,2019-01-09,0.83,69.4,57.1,0.82,0.72,Very Good                     ,30.2,20.6,50.8,0.41,0.48,0.18,0.1,0.07,0.36
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,11,2019-01-09,0.01,0.8,1.2,1.6,0.01,Poor                          ,0.2,0.4,0.5,0.71,0.93,0,0.3,0,0.7
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,11,2019-01-09,0.02,2.1,1.6,0.78,0.33,Average                       ,1.1,0.5,1.5,0.3,0.35,0.11,0.15,0,0.37
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,8,2019-01-09,0.03,2.6,1.5,0.57,0.74,Very Good                     ,1.4,0.6,2,0.29,0.36,0.22,0.03,0,0.24
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,3,2018-12-23,0.18,14.5,17.4,1.2,0.03,Poor                          ,4.9,7,11.9,0.59,0.65,0.1,0.11,0.09,0.56
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,2,2019-01-09,1,86.2,74.9,0.87,0.51,Good                          ,35.6,27.1,62.7,0.43,0.5,0.18,0.11,0.08,0.39
Aurora University,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,7,2018-12-23,0.95,65,62.7,0.97,0.05,Poor                          ,25.1,22,47.1,0.47,0.54,0.17,0.12,0.07,0.44
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,12,2018-12-23,0.1,6.8,5,0.74,0.33,Average                       ,2.6,1.9,4.5,0.43,0.48,0.24,0.11,0.06,0.35
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,11,2018-12-23,0.02,1.8,1.4,0.75,0.43,Average                       ,1,0.5,1.5,0.31,0.38,0.1,0.1,0,0.35
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,2,2018-12-23,0.13,9.3,6.8,0.73,0.78,Very Good                     ,4.5,2.7,7.2,0.37,0.42,0.16,0.07,0.05,0.33
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,1,2018-12-23,0.08,5.3,3.7,0.71,0.78,Very Good                     ,2.3,1.4,3.6,0.38,0.43,0.21,0.12,0.12,0.33
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,2,2019-01-09,0.04,3.5,2.7,0.79,0.32,Average                       ,1.9,1,2.9,0.35,0.41,0.1,0.1,0.04,0.37
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,5,2018-12-23,0.09,6.6,5.3,0.81,0.52,Good                          ,3.2,2.2,5.3,0.41,0.46,0.15,0.05,0.04,0.37
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,2,2018-12-23,0.07,5.3,5.2,0.99,0.83,Excellent                     ,2.1,1.9,4,0.48,0.57,0.16,0.12,0.12,0.44
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,8,2018-12-23,1,78.7,76.1,0.97,0.1,Poor                          ,33.1,28,61.1,0.46,0.52,0.13,0.12,0.09,0.44
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,2,2018-12-23,1,86.3,76,0.88,0.56,Good                          ,34.8,27.5,62.2,0.44,0.51,0.18,0.11,0.08,0.4
Aurora University,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,7,2018-12-23,1,87.1,85,0.98,0.07,Poor                          ,34,30.4,64.4,0.47,0.54,0.16,0.11,0.07,0.44
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,12,2019-01-09,0.07,5.6,4.6,0.82,0.78,Very Good                     ,3,1.6,4.6,0.35,0.44,0.11,0.1,0.08,0.35
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,2,2019-01-09,1,85.5,80.6,0.94,0.15,Below Average                 ,33.1,29.1,62.2,0.47,0.54,0.17,0.13,0.08,0.43
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,6,2019-01-09,0.17,14.1,13.6,0.97,0.55,Good                          ,5.3,4.8,10.1,0.48,0.52,0.15,0.17,0.13,0.46
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,12,2018-12-23,1,62.2,47.5,0.76,0.88,Excellent                     ,28.9,17.1,46,0.37,0.42,0.16,0.12,0.07,0.36
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,1,2019-01-09,0.15,12.2,14.4,1.18,0.97,Excellent                     ,3.5,5.5,9,0.61,0.66,0.15,0.15,0.11,0.55
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,10,2018-12-23,0.05,4.3,3.5,0.81,0.74,Very Good                     ,2.1,1.1,3.2,0.34,0.44,0.14,0.12,0.05,0.35
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,1,2019-01-09,0.03,2.4,3.1,1.29,0.99,Excellent                     ,0.6,1.2,1.8,0.65,0.76,0.13,0.13,0.03,0.58
Dominican (IL) Stars,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,9,2018-12-23,0.09,6.5,6.1,0.93,0.27,Below Average                 ,2.8,2.4,5.2,0.46,0.52,0.14,0.1,0.1,0.43
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,1,2019-01-09,0.85,71.2,67.2,0.94,0.89,Excellent                     ,26.5,23.8,50.3,0.47,0.54,0.18,0.15,0.09,0.44
Aurora University,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,7,2018-12-23,0.82,67.9,64.1,0.94,0.89,Excellent                     ,27.8,23.1,50.9,0.45,0.54,0.16,0.12,0.09,0.42
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,9,2018-12-23,0.26,22.3,21.8,0.98,0.54,Good                          ,8.2,8.4,16.5,0.51,0.58,0.16,0.11,0.08,0.45
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,1,2018-12-23,0.96,67.5,56.2,0.83,0.59,Good                          ,28.8,20.6,49.5,0.42,0.48,0.17,0.12,0.09,0.39
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,5,2018-12-23,0.22,19.2,18.5,0.97,0.5,Average                       ,7.3,6.4,13.7,0.47,0.53,0.14,0.18,0.14,0.47
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,5,2018-12-23,0.83,73.9,64.9,0.88,0.36,Average                       ,29.3,24,53.3,0.45,0.5,0.17,0.13,0.07,0.42
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,5,2019-01-09,0,0.1,0,0,,,0.1,0,0.1,0,0,0,0,0,0
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,1,2018-12-23,0.07,5.2,3.3,0.63,0.87,Excellent                     ,2.3,1.2,3.5,0.34,0.37,0.23,0.11,0.07,0.32
Rockford Regents,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,4,2019-01-09,0.12,8.7,7.5,0.86,0.44,Average                       ,4.1,2.7,6.8,0.4,0.47,0.16,0.08,0.04,0.38
Rockford Regents,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,4,2018-12-23,0.03,2.1,2.2,1.04,0.79,Very Good                     ,0.6,0.9,1.5,0.59,0.65,0.22,0.04,0.04,0.48
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,8,2019-01-09,0.85,67.9,62.4,0.92,0.16,Below Average                 ,29.9,23.1,53,0.44,0.49,0.13,0.12,0.08,0.42
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,12,2019-01-09,0.05,3.1,1.8,0.59,0.16,Below Average                 ,1.5,0.7,2.1,0.31,0.34,0.22,0.09,0.07,0.28
Rockford Regents,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,4,2018-12-23,0.84,78.5,65.2,0.83,0.42,Average                       ,33.1,23.9,57,0.42,0.47,0.17,0.12,0.07,0.4
Rockford Regents,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,4,2019-01-09,0.04,2.8,2.8,1,0.14,Poor                          ,1.1,1,2.1,0.47,0.55,0.13,0.1,0.08,0.46
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,10,2018-12-23,1,88.5,75.6,0.85,0.64,Good                          ,34.9,27.7,62.6,0.44,0.48,0.18,0.14,0.09,0.41
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,2,2019-01-09,0.03,2.2,2,0.91,0.31,Average                       ,0.6,0.5,1.1,0.47,0.56,0.21,0.27,0.03,0.42
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,3,2019-01-09,0.16,13.5,12.5,0.93,0.39,Average                       ,5.1,4.8,9.9,0.49,0.53,0.16,0.13,0.12,0.46
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,2,2019-01-09,0.02,1.5,0.9,0.61,0.31,Average                       ,0.9,0.4,1.3,0.3,0.3,0.09,0.04,0.04,0.3
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,12,2018-12-23,0.07,5.3,4.3,0.8,0.7,Very Good                     ,3.1,1.5,4.6,0.33,0.43,0.09,0.06,0.05,0.31
Concordia (Chicago) Cougars,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,11,2019-01-09,0.07,5.2,4.9,0.94,0.22,Below Average                 ,2.3,1.7,4,0.42,0.48,0.07,0.21,0.19,0.41
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,12,2018-12-23,0.01,0.7,0.8,1.13,,,0.1,0,0.1,0,0,0.13,0.75,0.13,0.75
Rockford Regents,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,4,2018-12-23,0.05,3.9,1.1,0.28,0.01,Poor                          ,1.9,0.4,2.3,0.16,0.16,0.37,0.05,0.05,0.14
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,3,2018-12-23,0.13,8.6,7.3,0.84,0.5,Average                       ,4,2.6,6.6,0.4,0.48,0.16,0.09,0.07,0.36
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,8,2019-01-09,0.08,6,6.6,1.1,0.88,Excellent                     ,1.8,1.9,3.7,0.52,0.64,0.21,0.21,0.17,0.49
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,12,2018-12-23,0.1,6.7,4.3,0.64,0.15,Below Average                 ,3.2,1.8,4.9,0.36,0.4,0.2,0.06,0.04,0.3
Rockford Regents,Offensive           ,Overall Offense                                   ,Against Man                                       ,1,10,44,4,2019-01-09,0.97,75,65.1,0.87,0.63,Good                          ,31.9,23.6,55.4,0.43,0.48,0.15,0.13,0.08,0.41
Rockford Regents,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,4,2019-01-09,1,92.6,88.5,0.96,0.11,Poor                          ,37.6,31.1,68.7,0.45,0.53,0.15,0.14,0.1,0.43
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,5,2018-12-23,1,87,76.9,0.88,0.58,Good                          ,38.2,25.8,63.9,0.4,0.47,0.13,0.15,0.11,0.42
Rockford Regents,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,4,2019-01-09,0.06,4.2,3.3,0.78,0.61,Good                          ,1.7,1.2,2.9,0.42,0.51,0.24,0.09,0.09,0.34
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,12,2019-01-09,0.01,0.8,0.6,0.75,0.73,Very Good                     ,0.3,0,0.3,0,0,0.08,0.5,0.08,0.5
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,2,2018-12-23,0.16,13.4,11.4,0.85,0.18,Below Average                 ,5,4.4,9.4,0.47,0.53,0.23,0.09,0.09,0.39
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,1,2018-12-23,0.01,0.6,0.5,0.86,,,0.4,0.2,0.5,0.33,0.5,0.14,0,0,0.29
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,3,2019-01-09,0.12,8.4,7.5,0.89,0.34,Average                       ,3.8,2.8,6.6,0.42,0.49,0.13,0.1,0.07,0.4
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,6,2018-12-23,0.02,1.3,1.7,1.29,0.95,Excellent                     ,0.3,0.5,0.8,0.64,0.86,0.29,0.12,0.12,0.47
Rockford Regents,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,4,2019-01-09,0.22,19.9,20.2,1.02,0.33,Average                       ,7.3,7.1,14.4,0.5,0.56,0.15,0.16,0.13,0.47
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,10,2019-01-09,0.82,68.8,54.8,0.8,0.28,Below Average                 ,31.2,20.2,51.5,0.39,0.46,0.17,0.1,0.07,0.36
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,6,2018-12-23,0.18,14.5,14.4,0.99,0.46,Average                       ,5.4,5,10.4,0.48,0.53,0.15,0.18,0.13,0.46
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,3,2019-01-09,0.03,2.8,2.2,0.77,0.68,Very Good                     ,1.4,0.8,2.3,0.37,0.44,0.15,0.09,0.03,0.35
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,1,2018-12-23,0.04,3.1,1.5,0.5,0.85,Excellent                     ,1.9,0.6,2.5,0.25,0.29,0.12,0.06,0.06,0.24
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Press Defense                                     ,2,1,17,5,2018-12-23,0.04,3.3,2.8,0.85,0.45,Average                       ,1.2,0.6,1.8,0.33,0.41,0.15,0.31,0.05,0.44
Marian University (WI) Sabres,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,10,2018-12-23,1,85.7,71.4,0.83,0.33,Average                       ,38.3,27,65.3,0.41,0.47,0.16,0.1,0.07,0.38
Lakeland (WI) Muskies,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,5,2019-01-09,0.83,74.2,65.8,0.89,0.31,Average                       ,29.1,24,53.1,0.45,0.5,0.17,0.14,0.07,0.42
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Zone Defense                                      ,2,1,16,6,2019-01-09,0.01,0.5,0.5,1,,,0.1,0.1,0.3,0.5,0.75,0.25,0.25,0,0.5
Milwaukee School of Engineering,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,1,2018-12-23,0.03,2.2,0.5,0.21,0.01,Poor                          ,1.9,0.2,2.1,0.09,0.11,0.04,0,0,0.08
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,2,2019-01-09,0.1,7.5,5.9,0.8,0.45,Average                       ,2.7,1.9,4.7,0.41,0.48,0.24,0.14,0.08,0.38
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Transition                                        ,1,10,9,11,2018-12-23,0.22,21.4,21.1,0.99,0.57,Good                          ,8.4,8,16.4,0.49,0.55,0.14,0.12,0.11,0.46
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (End)                               ,2,1,12,8,2018-12-23,0.08,5.4,7.4,1.37,0,Poor                          ,1.7,2.6,4.4,0.6,0.7,0.05,0.17,0.12,0.63
Edgewood College (WI) Eagles,Offensive           ,Overall Offense                                   ,Overall                                           ,1,10,1,8,2019-01-09,1,78.1,70.1,0.9,0.65,Very Good                     ,31.9,24,55.9,0.43,0.49,0.16,0.14,0.09,0.41
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,6,2018-12-23,0.03,2.7,1,0.37,0.06,Poor                          ,1.8,0.3,2.2,0.14,0.2,0.17,0.06,0.03,0.14
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,8,2018-12-23,0.04,2.8,1.9,0.68,0.7,Very Good                     ,1.5,0.8,2.3,0.36,0.38,0.13,0.07,0.03,0.32
Rockford Regents,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,4,2018-12-23,1,92.4,88.3,0.96,0.12,Poor                          ,36.5,30.8,67.4,0.46,0.53,0.15,0.15,0.1,0.43
Aurora University,Defensive           ,Overall Defense                                   ,Overall Half Court                                ,2,1,10,7,2019-01-09,0.79,69.6,67.5,0.97,0.04,Poor                          ,26.6,23.5,50.1,0.47,0.54,0.17,0.13,0.07,0.44
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,6,2019-01-09,0.99,67.3,56.9,0.85,0.54,Good                          ,27.1,19.8,46.9,0.42,0.49,0.19,0.13,0.08,0.39
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,6,2018-12-23,0.05,3,2.9,0.97,0.2,Below Average                 ,1.2,1,2.2,0.45,0.5,0.1,0.15,0.1,0.46
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,5,2018-12-23,0.01,0.5,0.3,0.5,,,0.3,0.1,0.3,0.25,0.25,0.17,0.17,0,0.33
Concordia (WI) Falcons,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,3,2018-12-23,0.02,1.4,0.9,0.64,0.6,Good                          ,1,0.3,1.3,0.2,0.3,0,0.09,0.09,0.27
Benedictine (IL) Eagles,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,6,2019-01-09,0.08,5.7,3.8,0.67,0.21,Below Average                 ,1.8,1.4,3.2,0.44,0.5,0.34,0.11,0.04,0.32
Illinois Tech Scarlet Hawks,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,12,2018-12-23,0.84,67.3,51,0.76,0.14,Poor                          ,28.8,19.9,48.8,0.41,0.46,0.2,0.09,0.05,0.35
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Out of Bounds (Side)                              ,1,10,13,9,2019-01-09,0.05,3.2,2,0.62,0.2,Below Average                 ,1.4,0.8,2.2,0.36,0.44,0.27,0.07,0.04,0.27
Dominican (IL) Stars,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,9,2018-12-23,0.11,7,5.9,0.84,0.59,Good                          ,2.1,2.2,4.3,0.51,0.65,0.33,0.08,0.01,0.34
Wisconsin Lutheran Warriors,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,2,2018-12-23,0.11,8.2,6.8,0.83,0.55,Good                          ,2.8,2.2,5.1,0.44,0.51,0.24,0.15,0.08,0.4
Lakeland (WI) Muskies,Offensive           ,Overall Offense                                   ,Press Offense                                     ,1,10,46,5,2019-01-09,0.06,3.7,3.1,0.83,0.54,Good                          ,1.1,0.8,1.9,0.42,0.48,0.23,0.29,0.08,0.46
Milwaukee School of Engineering,Defensive           ,Overall Defense                                   ,Out of Bounds (Side)                              ,2,1,13,1,2018-12-23,0.06,4.4,3.5,0.79,0.5,Average                       ,2.1,1,3.1,0.32,0.37,0.15,0.17,0.15,0.38
Wisconsin Lutheran Warriors,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,2,2019-01-09,0.94,68.5,60,0.88,0.36,Average                       ,27.6,21.1,48.7,0.43,0.5,0.18,0.13,0.08,0.4
Rockford Regents,Defensive           ,Overall Defense                                   ,Man Defense                                       ,2,1,15,4,2019-01-09,0.94,68.6,63.7,0.93,0.12,Poor                          ,28.6,22.4,51,0.44,0.51,0.15,0.13,0.09,0.42
Aurora University,Offensive           ,Overall Offense                                   ,Out of Bounds (End)                               ,1,10,12,7,2018-12-23,0.08,5.1,4.3,0.84,0.55,Good                          ,2.3,1.5,3.8,0.4,0.47,0.16,0.12,0.12,0.37
Edgewood College (WI) Eagles,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,8,2019-01-09,0.15,12.2,14.5,1.19,0.02,Poor                          ,3.9,5.1,9,0.56,0.64,0.12,0.16,0.14,0.55
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Overall                                           ,2,1,1,12,2018-12-23,1,75.4,60.9,0.81,0.85,Excellent                     ,33.6,21.9,55.5,0.4,0.45,0.16,0.12,0.08,0.38
Marian University (WI) Sabres,Defensive           ,Overall Defense                                   ,After Time Outs                                   ,2,1,14,10,2018-12-23,0.12,8.8,8.2,0.93,0.27,Below Average                 ,3.5,2.9,6.4,0.45,0.52,0.16,0.13,0.08,0.43
Aurora University,Offensive           ,Overall Offense                                   ,Against Zone                                      ,1,10,45,7,2018-12-23,0.05,3.1,3.5,1.13,0.88,Excellent                     ,1.2,1.3,2.5,0.52,0.68,0.19,0.03,0.03,0.42
Concordia (Chicago) Cougars,Offensive           ,Overall Offense                                   ,Short Shot Clock <4 Seconds                       ,1,10,11,11,2018-12-23,0.01,1.3,0.7,0.57,0.25,Below Average                 ,1,0.3,1.3,0.21,0.29,0,0,0,0.21
Concordia (WI) Falcons,Offensive           ,Overall Offense                                   ,Overall Half Court                                ,1,10,10,3,2018-12-23,0.84,71,65.4,0.92,0.84,Excellent                     ,25.6,24.5,50.1,0.49,0.55,0.19,0.13,0.08,0.43
Illinois Tech Scarlet Hawks,Defensive           ,Overall Defense                                   ,Transition                                        ,2,1,9,12,2018-12-23,0.17,13,13.3,1.02,0.36,Average                       ,4.6,4.8,9.3,0.51,0.59,0.16,0.13,0.11,0.48
Benedictine (IL) Eagles,Defensive           ,Overall Defense                                   ,Short Shot Clock <4 Seconds                       ,2,1,11,6,2018-12-23,0.05,4,4.4,1.1,0.04,Poor                          ,1.7,1.7,3.4,0.5,0.6,0.12,0.04,0.02,0.46
